pod index,K4.0 Greedy,K4.0 Dynamic,K8s_requestedToCapacityRatio
"161,0","1,0","1,0","0,987"
"162,0","1,0","1,0","0,987"
"163,0","1,0","1,0","0,987"
"164,0","1,0","1,0","0,987"
"165,0","1,0","1,0","0,987"
"166,0","1,0","1,0","0,988"
"167,0","1,0","1,0","0,988"
"168,0","1,0","1,0","0,988"
"169,0","1,0","1,0","0,988"
"170,0","1,0","1,0","0,988"
"171,0","1,0","1,0","0,988"
"172,0","1,0","1,0","0,988"
"173,0","1,0","1,0","0,988"
"174,0","1,0","1,0","0,988"
"175,0","1,0","1,0","0,988"
"176,0","1,0","1,0","0,983"
"177,0","1,0","1,0","0,983"
"178,0","1,0","1,0","0,983"
"179,0","1,0","1,0","0,983"
"180,0","1,0","1,0","0,983"
"181,0","1,0","1,0","0,983"
"182,0","1,0","1,0","0,983"
"183,0","1,0","1,0","0,983"
"184,0","1,0","1,0","0,983"
"185,0","1,0","1,0","0,983"
"186,0","1,0","1,0","0,983"
"187,0","1,0","1,0","0,984"
"188,0","1,0","1,0","0,984"
"189,0","1,0","1,0","0,984"
"190,0","1,0","1,0","0,984"
"191,0","1,0","1,0","0,984"
"192,0","1,0","1,0","0,984"
"193,0","1,0","1,0","0,984"
"194,0","1,0","1,0","0,984"
"195,0","1,0","1,0","0,984"
"196,0","1,0","1,0","0,984"
"197,0","1,0","1,0","0,984"
"198,0","1,0","1,0","0,984"
"199,0","1,0","1,0","0,985"
"200,0","1,0","1,0","0,985"
"201,0","1,0","1,0","0,985"
"202,0","1,0","1,0","0,985"
"203,0","1,0","1,0","0,985"
"204,0","1,0","1,0","0,985"
"205,0","1,0","1,0","0,985"
"206,0","1,0","1,0","0,985"
"207,0","1,0","1,0","0,985"
"208,0","1,0","1,0","0,985"
"209,0","1,0","1,0","0,985"
"210,0","1,0","1,0","0,985"
"211,0","1,0","1,0","0,985"
"212,0","1,0","1,0","0,985"
"213,0","1,0","1,0","0,985"
"214,0","1,0","1,0","0,986"
"215,0","1,0","1,0","0,986"
"216,0","1,0","1,0","0,986"
"217,0","1,0","1,0","0,986"
"218,0","1,0","1,0","0,986"
"219,0","1,0","1,0","0,986"
"220,0","1,0","1,0","0,986"
"221,0","1,0","1,0","0,986"
"222,0","1,0","1,0","0,986"
"223,0","1,0","1,0","0,986"
"224,0","1,0","1,0","0,986"
"225,0","1,0","1,0","0,986"
"226,0","1,0","1,0","0,986"
"227,0","1,0","1,0","0,986"
"228,0","1,0","1,0","0,986"
"229,0","1,0","1,0","0,986"
"230,0","1,0","1,0","0,987"
"231,0","1,0","1,0","0,987"
"232,0","1,0","1,0","0,987"
"233,0","1,0","1,0","0,987"
"234,0","1,0","1,0","0,987"
"235,0","1,0","1,0","0,987"
"236,0","1,0","1,0","0,987"
"237,0","1,0","1,0","0,987"
"238,0","1,0","1,0","0,987"
"239,0","1,0","1,0","0,987"
"240,0","1,0","1,0","0,987"
"241,0","1,0","1,0","0,987"
"242,0","1,0","1,0","0,987"
"243,0","1,0","1,0","0,987"
"244,0","1,0","1,0","0,987"
"245,0","1,0","1,0","0,987"
"246,0","1,0","1,0","0,987"
"247,0","1,0","1,0","0,987"
"248,0","1,0","1,0","0,987"
"249,0","1,0","1,0","0,988"
"250,0","1,0","1,0","0,988"
"251,0","1,0","1,0","0,988"
"252,0","1,0","1,0","0,988"
"253,0","1,0","1,0","0,988"
"254,0","1,0","1,0","0,988"
"255,0","1,0","1,0","0,988"
"256,0","1,0","1,0","0,988"
"257,0","1,0","1,0","0,988"
"258,0","1,0","1,0","0,988"
"259,0","1,0","1,0","0,988"
"260,0","1,0","1,0","0,988"
"261,0","1,0","1,0","0,988"
"262,0","1,0","1,0","0,988"
"263,0","1,0","1,0","0,988"
"264,0","1,0","1,0","0,988"
"265,0","1,0","1,0","0,988"
"266,0","1,0","1,0","0,988"
"267,0","1,0","1,0","0,988"
"268,0","1,0","1,0","0,988"
"269,0","1,0","1,0","0,988"
"270,0","1,0","1,0","0,988"
"271,0","1,0","1,0","0,988"
"272,0","1,0","1,0","0,989"
"273,0","1,0","1,0","0,989"
"274,0","1,0","1,0","0,989"
"275,0","1,0","1,0","0,989"
"276,0","1,0","1,0","0,989"
"277,0","1,0","1,0","0,989"
"278,0","1,0","1,0","0,989"
"279,0","1,0","1,0","0,989"
"280,0","1,0","1,0","0,989"
"281,0","1,0","1,0","0,989"
"282,0","1,0","1,0","0,989"
"283,0","1,0","1,0","0,989"
"284,0","1,0","1,0","0,989"
"285,0","1,0","1,0","0,989"
"286,0","1,0","1,0","0,989"
"287,0","1,0","1,0","0,989"
"288,0","1,0","1,0","0,989"
"289,0","1,0","1,0","0,989"
"290,0","1,0","1,0","0,989"
"291,0","1,0","1,0","0,989"
"292,0","1,0","1,0","0,989"
"293,0","1,0","1,0","0,989"
"294,0","1,0","1,0","0,989"
"295,0","1,0","1,0","0,989"
"296,0","1,0","1,0","0,989"
"297,0","1,0","1,0","0,989"
"298,0","1,0","1,0","0,989"
"299,0","1,0","1,0","0,990"
"300,0","1,0","1,0","0,990"
"301,0","1,0","1,0","0,990"
"302,0","1,0","1,0","0,990"
"303,0","1,0","1,0","0,990"
"304,0","1,0","1,0","0,990"
"305,0","1,0","1,0","0,990"
"306,0","1,0","1,0","0,990"
"307,0","1,0","1,0","0,990"
"308,0","1,0","1,0","0,990"
"309,0","1,0","1,0","0,990"
"310,0","1,0","1,0","0,990"
"311,0","1,0","1,0","0,990"
"312,0","1,0","1,0","0,990"
"313,0","1,0","1,0","0,990"
"314,0","1,0","1,0","0,990"
"315,0","1,0","1,0","0,990"
"316,0","1,0","1,0","0,990"
"317,0","1,0","1,0","0,990"
"318,0","1,0","1,0","0,990"
"319,0","1,0","1,0","0,990"
"320,0","1,0","1,0","0,990"
"321,0","1,0","1,0","0,990"
"322,0","1,0","1,0","0,990"
"323,0","1,0","1,0","0,990"
"324,0","1,0","1,0","0,990"
"325,0","1,0","1,0","0,990"
"326,0","1,0","1,0","0,990"
"327,0","1,0","1,0","0,990"
"328,0","1,0","1,0","0,990"
"329,0","1,0","1,0","0,990"
"330,0","1,0","1,0","0,990"
"331,0","1,0","1,0","0,990"
"332,0","1,0","1,0","0,990"
"333,0","1,0","1,0","0,991"
"334,0","1,0","1,0","0,991"
"335,0","1,0","1,0","0,988"
"336,0","1,0","1,0","0,988"
"337,0","1,0","1,0","0,988"
"338,0","1,0","1,0","0,988"
"339,0","1,0","1,0","0,988"
"340,0","1,0","1,0","0,988"
"341,0","1,0","1,0","0,988"
"342,0","1,0","1,0","0,988"
"343,0","1,0","1,0","0,988"
"344,0","1,0","1,0","0,988"
"345,0","1,0","1,0","0,988"
"346,0","1,0","1,0","0,988"
"347,0","1,0","1,0","0,988"
"348,0","1,0","1,0","0,988"
"349,0","1,0","1,0","0,988"
"350,0","1,0","1,0","0,988"
"351,0","1,0","1,0","0,988"
"352,0","1,0","1,0","0,988"
"353,0","1,0","1,0","0,988"
"354,0","1,0","1,0","0,988"
"355,0","1,0","1,0","0,988"
"356,0","1,0","1,0","0,988"
"357,0","1,0","1,0","0,988"
"358,0","1,0","1,0","0,988"
"359,0","1,0","1,0","0,988"
"360,0","1,0","1,0","0,988"
"361,0","1,0","1,0","0,988"
"362,0","1,0","1,0","0,988"
"363,0","1,0","1,0","0,989"
"364,0","1,0","1,0","0,989"
"365,0","1,0","1,0","0,989"
"366,0","1,0","1,0","0,989"
"367,0","1,0","1,0","0,989"
"368,0","1,0","1,0","0,989"
"369,0","1,0","1,0","0,989"
"370,0","1,0","1,0","0,989"
"371,0","1,0","1,0","0,989"
"372,0","1,0","1,0","0,989"
"373,0","1,0","1,0","0,989"
"374,0","1,0","1,0","0,989"
"375,0","1,0","1,0","0,989"
"376,0","1,0","1,0","0,989"
"377,0","1,0","1,0","0,989"
"378,0","1,0","1,0","0,989"
"379,0","1,0","1,0","0,989"
"380,0","1,0","1,0","0,989"
"381,0","1,0","1,0","0,989"
"382,0","1,0","1,0","0,989"
"383,0","1,0","1,0","0,989"
"384,0","1,0","1,0","0,989"
"385,0","1,0","1,0","0,989"
"386,0","1,0","1,0","0,989"
"387,0","1,0","1,0","0,989"
"388,0","1,0","1,0","0,989"
"389,0","1,0","1,0","0,989"
"390,0","1,0","1,0","0,989"
"391,0","1,0","1,0","0,989"
"392,0","1,0","1,0","0,987"
"393,0","1,0","1,0","0,987"
"394,0","1,0","1,0","0,987"
"395,0","1,0","1,0","0,987"
"396,0","1,0","1,0","0,987"
"397,0","1,0","1,0","0,987"
"398,0","1,0","1,0","0,987"
"399,0","1,0","1,0","0,987"
"400,0","1,0","1,0","0,987"
"401,0","1,0","1,0","0,987"
"402,0","1,0","1,0","0,987"
"403,0","1,0","1,0","0,987"
"404,0","1,0","1,0","0,987"
"405,0","1,0","1,0","0,987"
"406,0","1,0","1,0","0,987"
"407,0","1,0","1,0","0,987"
"408,0","1,0","1,0","0,987"
"409,0","1,0","1,0","0,987"
"410,0","1,0","1,0","0,987"
"411,0","1,0","1,0","0,987"
"412,0","1,0","1,0","0,987"
"413,0","1,0","1,0","0,987"
